CÓDIGO DO MUNICÍPIO - TOM;CÓDIGO DO MUNICÍPIO - IBGE;MUNICÍPIO - TOM;MUNICÍPIO - IBGE;UF
7223;3556107;VALENTIM GENTIL;Valentim Gentil;SP
7225;3556206;VALINHOS;Valinhos;SP
7227;3556305;VALPARAÍSO;Valparaíso;SP
7231;3556404;VARGEM GRANDE DO SUL;Vargem Grande do Sul;SP
7233;3556503;VÁRZEA PAULISTA;Várzea Paulista;SP
7235;3556602;VERA CRUZ;Vera Cruz;SP
7237;3556701;VINHEDO;Vinhedo;SP
7239;3556800;VIRADOURO;Viradouro;SP
7241;3556909;VISTA ALEGRE DO ALTO;Vista Alegre do Alto;SP
7243;3557006;VOTORANTIM;Votorantim;SP
7245;3557105;VOTUPORANGA;Votuporanga;SP
7247;3507456;BOREBI;Borebi;SP
7249;3513850;DIRCE REIS;Dirce Reis;SP
7251;3514957;EMBAÚBA;Embaúba;SP
7253;3515194;ESPÍRITO SANTO DO TURVO;Espírito Santo do Turvo;SP
7255;3515350;EUCLIDES DA CUNHA PAULISTA;Euclides da Cunha Paulista;SP
7257;3518859;GUATAPARÁ;Guatapará;SP
7259;3519253;IARAS;Iaras;SP
7263;3532058;MOTUCA;Motuca;SP
7265;3544251;ROSANA;Rosana;SP
7267;3553955;TARUMÃ;Tarumã;SP
7273;3556453;VARGEM GRANDE PAULISTA;Vargem Grande Paulista;SP
7293;4319752;SÃO VENDELINO;São Vendelino;RS
7295;4310363;IMIGRANTE;Imigrante;RS
7297;4310330;IMBÉ;Imbé;RS
7299;4309951;IBIRAPUITÃ;Ibirapuitã;RS
7301;4307559;ESTAÇÃO;Estação;RS
7303;4323705;VISTA GAÚCHA;Vista Gaúcha;RS
7305;4323606;VISTA ALEGRE DO PRATA;Vista Alegre do Prata;RS
7307;4323507;VISTA ALEGRE;Vista Alegre;RS
7309;4323408;VILA MARIA;Vila Maria;RS
7311;4323309;VILA FLORES;Vila Flores;RS
7313;4321329;TAQUARUÇU DO SUL;Taquaruçu do Sul;RS
7315;4320651;SILVEIRA MARTINS;Silveira Martins;RS
7317;4320263;SEGREDO;Segredo;RS
7319;4322558;VANINI;Vanini;RS
7321;4322251;TUPANDI;Tupandi;RS
7323;4322152;TUNAS;Tunas;RS
7325;4321956;TRINDADE DO SUL;Trindade do Sul;RS
7327;4321857;TRÊS PALMEIRAS;Três Palmeiras;RS
7329;4321667;TRÊS CACHOEIRAS;Três Cachoeiras;RS
7331;4321634;TRÊS ARROIOS;Três Arroios;RS
7333;4321436;TERRA DE AREIA;Terra de Areia;RS
7335;4320230;SEDE NOVA;Sede Nova;RS
7337;4316956;SANTA MARIA DO HERVAL;Santa Maria do Herval;RS
7339;4316436;SALDANHA MARINHO;Saldanha Marinho;RS
7341;4319158;SÃO MIGUEL DAS MISSÕES;São Miguel das Missões;RS
7343;4318481;SÃO JOSÉ DO HORTÊNCIO;São José do Hortêncio;RS
7345;4318465;SÃO JOSÉ DO HERVAL;São José do Herval;RS
7347;4318440;SÃO JORGE;São Jorge;RS
7349;4318424;SÃO JOÃO DA URTIGA;São João da Urtiga;RS
7351;4318051;SÃO DOMINGOS DO SUL;São Domingos do Sul;RS
7353;4315750;RIOZINHO;Riozinho;RS
7355;4315453;RELVADO;Relvado;RS
7357;4315354;QUINZE DE NOVEMBRO;Quinze de Novembro;RS
7359;4315172;PROTÁSIO ALVES;Protásio Alves;RS
7361;4315156;PROGRESSO;Progresso;RS
7363;4315131;POUSO NOVO;Pouso Novo;RS
7365;4314753;POÇO DAS ANTAS;Poço das Antas;RS
7367;4314555;PIRAPÓ;Pirapó;RS
7369;4314456;PINHAL;Pinhal;RS
7371;4314159;PAVERAMA;Paverama;RS
7373;4314027;PARAÍSO DO SUL;Paraíso do Sul;RS
7375;4313953;PANTANO GRANDE;Pantano Grande;RS
7377;4313359;NOVA ROMA DO SUL;Nova Roma do Sul;RS
7379;4313060;NOVA HARTZ;Nova Hartz;RS
7381;4313037;NOVA ESPERANÇA DO SUL;Nova Esperança do Sul;RS
7383;4312757;NOVA ALVORADA;Nova Alvorada;RS
7385;4312450;MORRO REDONDO;Morro Redondo;RS
7387;4312351;MONTAURI;Montauri;RS
7389;4311254;LAGOÃO;Lagoão;RS
7391;4311122;JAQUIRANA;Jaquirana;RS
7393;4310850;JABOTICABA;Jaboticaba;RS
7395;4310751;IVORÁ;Ivorá;RS
7397;4310553;ITACURUBI;Itacurubi;RS
7399;4310462;IPIRANGA DO SUL;Ipiranga do Sul;RS
7401;4100103;ABATIÁ;Abatiá;PR
7403;4100202;ADRIANÓPOLIS;Adrianópolis;PR
7405;4100301;AGUDOS DO SUL;Agudos do Sul;PR
7407;4100400;ALMIRANTE TAMANDARÉ;Almirante Tamandaré;PR
7409;4100608;ALTO PARANÁ;Alto Paraná;PR
7411;4100707;ALTO PIQUIRI;Alto Piquiri;PR
7413;4100806;ALVORADA DO SUL;Alvorada do Sul;PR
7415;4100905;AMAPORÃ;Amaporã;PR
7417;4101002;AMPÉRE;Ampére;PR
7419;4101101;ANDIRÁ;Andirá;PR
7421;4101200;ANTONINA;Antonina;PR
7423;4101309;ANTÔNIO OLINTO;Antônio Olinto;PR
7425;4101408;APUCARANA;Apucarana;PR
7427;4101507;ARAPONGAS;Arapongas;PR
7429;4101606;ARAPOTI;Arapoti;PR
7431;4101705;ARARUNA;Araruna;PR
7433;4114906;MARILÂNDIA DO SUL;Marilândia do Sul;PR
7435;4101804;ARAUCÁRIA;Araucária;PR
7437;4101903;ASSAÍ;Assaí;PR
7439;4102109;ASTORGA;Astorga;PR
7441;4102208;ATALAIA;Atalaia;PR
7443;4102307;BALSA NOVA;Balsa Nova;PR
7445;4102406;BANDEIRANTES;Bandeirantes;PR
7447;4102505;BARBOSA FERRAZ;Barbosa Ferraz;PR
7449;4102604;BARRACÃO;Barracão;PR
7451;4102703;BARRA DO JACARÉ;Barra do Jacaré;PR
7453;4102802;BELA VISTA DO PARAÍSO;Bela Vista do Paraíso;PR
7455;4102901;BITURUNA;Bituruna;PR
7457;4103008;BOA ESPERANÇA;Boa Esperança;PR
7459;4103107;BOCAIÚVA DO SUL;Bocaiúva do Sul;PR
7461;4103206;BOM SUCESSO;Bom Sucesso;PR
7463;4103305;BORRAZÓPOLIS;Borrazópolis;PR
7465;4103404;CAFEARA;Cafeara;PR
7467;4103503;CALIFÓRNIA;Califórnia;PR
7469;4103602;CAMBARÁ;Cambará;PR
7471;4103701;CAMBÉ;Cambé;PR
7473;4103800;CAMBIRA;Cambira;PR
7475;4103909;CAMPINA DA LAGOA;Campina da Lagoa;PR
7477;4104006;CAMPINA GRANDE DO SUL;Campina Grande do Sul;PR
7479;4104105;CAMPO DO TENENTE;Campo do Tenente;PR
7481;4104204;CAMPO LARGO;Campo Largo;PR
7483;4104303;CAMPO MOURÃO;Campo Mourão;PR
7485;4104402;CÂNDIDO DE ABREU;Cândido de Abreu;PR
7487;4104501;CAPANEMA;Capanema;PR
7489;4104600;CAPITÃO LEÔNIDAS MARQUES;Capitão Leônidas Marques;PR
7491;4104709;CARLÓPOLIS;Carlópolis;PR
7493;4104808;CASCAVEL;Cascavel;PR
7495;4104907;CASTRO;Castro;PR
7497;4105003;CATANDUVAS;Catanduvas;PR
7499;4105102;CENTENÁRIO DO SUL;Centenário do Sul;PR
7501;4105201;CERRO AZUL;Cerro Azul;PR
7503;4105409;CHOPINZINHO;Chopinzinho;PR
7505;4105508;CIANORTE;Cianorte;PR
7507;4105607;CIDADE GAÚCHA;Cidade Gaúcha;PR
7509;4105706;CLEVELÂNDIA;Clevelândia;PR
7511;4114401;MANGUEIRINHA;Mangueirinha;PR
7513;4105805;COLOMBO;Colombo;PR
7515;4105904;COLORADO;Colorado;PR
7517;4106001;CONGONHINHAS;Congonhinhas;PR
7519;4106100;CONSELHEIRO MAIRINCK;Conselheiro Mairinck;PR
7521;4106209;CONTENDA;Contenda;PR
7523;4106308;CORBÉLIA;Corbélia;PR
7525;4106407;CORNÉLIO PROCÓPIO;Cornélio Procópio;PR
7527;4106506;CORONEL VIVIDA;Coronel Vivida;PR
7529;4106605;CRUZEIRO DO OESTE;Cruzeiro do Oeste;PR
7531;4106704;CRUZEIRO DO SUL;Cruzeiro do Sul;PR
7533;4106803;CRUZ MACHADO;Cruz Machado;PR
7535;4106902;CURITIBA;Curitiba;PR
7537;4107009;CURIÚVA;Curiúva;PR
7539;4107108;DIAMANTE DO NORTE;Diamante do Norte;PR
7541;4107207;DOIS VIZINHOS;Dois Vizinhos;PR
7543;4107306;DOUTOR CAMARGO;Doutor Camargo;PR
7545;4107405;ENÉAS MARQUES;Enéas Marques;PR
7547;4107504;ENGENHEIRO BELTRÃO;Engenheiro Beltrão;PR
7549;4107603;FAXINAL;Faxinal;PR
7551;4107702;FÊNIX;Fênix;PR
7553;4107801;FLORAÍ;Floraí;PR
7555;4107900;FLORESTA;Floresta;PR
7557;4108007;FLORESTÓPOLIS;Florestópolis;PR
7559;4108106;FLÓRIDA;Flórida;PR
7561;4108205;FORMOSA DO OESTE;Formosa do Oeste;PR
7563;4108304;FOZ DO IGUAÇU;Foz do Iguaçu;PR
7565;4108403;FRANCISCO BELTRÃO;Francisco Beltrão;PR
7567;4108502;GENERAL CARNEIRO;General Carneiro;PR
7569;4108601;GOIOERÊ;Goioerê;PR
7571;4108809;GUAÍRA;Guaíra;PR
7573;4108908;GUAIRAÇÁ;Guairaçá;PR
7575;4109005;GUAPIRAMA;Guapirama;PR
7577;4109104;GUAPOREMA;Guaporema;PR
7579;4109203;GUARACI;Guaraci;PR
7581;4109302;GUARANIAÇU;Guaraniaçu;PR
7583;4109401;GUARAPUAVA;Guarapuava;PR
7585;4109500;GUARAQUEÇABA;Guaraqueçaba;PR
7587;4109609;GUARATUBA;Guaratuba;PR
7589;4109708;IBAITI;Ibaiti;PR
7591;4109807;IBIPORÃ;Ibiporã;PR
7593;4109906;ICARAÍMA;Icaraíma;PR
7595;4110003;IGUARAÇU;Iguaraçu;PR
7597;4110102;IMBITUVA;Imbituva;PR
7599;4110201;INÁCIO MARTINS;Inácio Martins;PR
7601;4110300;INAJÁ;Inajá;PR
7603;4110508;IPIRANGA;Ipiranga;PR
7605;4110607;IPORÃ;Iporã;PR
7607;4110706;IRATI;Irati;PR
7609;4110805;IRETAMA;Iretama;PR
7611;4110904;ITAGUAJÉ;Itaguajé;PR
7613;4111001;ITAMBARACÁ;Itambaracá;PR
7615;4111100;ITAMBÉ;Itambé;PR
7617;4111209;ITAPEJARA D'OESTE;Itapejara d'Oeste;PR
7619;4111308;ITAÚNA DO SUL;Itaúna do Sul;PR
7621;4111407;IVAÍ;Ivaí;PR
7623;4111506;IVAIPORÃ;Ivaiporã;PR
7625;4111605;IVATUBA;Ivatuba;PR
7627;4111704;JABOTI;Jaboti;PR
7629;4111803;JACAREZINHO;Jacarezinho;PR
7631;4111902;JAGUAPITÃ;Jaguapitã;PR
7633;4112009;JAGUARIAÍVA;Jaguariaíva;PR
7635;4112108;JANDAIA DO SUL;Jandaia do Sul;PR
7637;4112207;JANIÓPOLIS;Janiópolis;PR
7639;4112306;JAPIRA;Japira;PR
7641;4112405;JAPURÁ;Japurá;PR
7643;4112504;JARDIM ALEGRE;Jardim Alegre;PR
7645;4112603;JARDIM OLINDA;Jardim Olinda;PR
7647;4112702;JATAIZINHO;Jataizinho;PR
7649;4112801;JOAQUIM TÁVORA;Joaquim Távora;PR
7651;4112900;JUNDIAÍ DO SUL;Jundiaí do Sul;PR
7653;4113007;JUSSARA;Jussara;PR
7655;4113106;KALORÉ;Kaloré;PR
7657;4113205;LAPA;Lapa;PR
7659;4113304;LARANJEIRAS DO SUL;Laranjeiras do Sul;PR
7661;4113403;LEÓPOLIS;Leópolis;PR
7663;4113502;LOANDA;Loanda;PR
7665;4113601;LOBATO;Lobato;PR
7667;4113700;LONDRINA;Londrina;PR
7669;4113809;LUPIONÓPOLIS;Lupionópolis;PR
7671;4113908;MALLET;Mallet;PR
7673;4114005;MAMBORÊ;Mamborê;PR
7675;4114104;MANDAGUAÇU;Mandaguaçu;PR
7677;4114203;MANDAGUARI;Mandaguari;PR
7679;4114302;MANDIRITUBA;Mandirituba;PR
7681;4114500;MANOEL RIBAS;Manoel Ribas;PR
7683;4114609;MARECHAL CÂNDIDO RONDON;Marechal Cândido Rondon;PR
7685;4114708;MARIA HELENA;Maria Helena;PR
7687;4114807;MARIALVA;Marialva;PR
7689;4115101;MARILUZ;Mariluz;PR
7691;4115200;MARINGÁ;Maringá;PR
7693;4115309;MARIÓPOLIS;Mariópolis;PR
7695;4115408;MARMELEIRO;Marmeleiro;PR
7697;4115507;MARUMBI;Marumbi;PR
7699;4115606;MATELÂNDIA;Matelândia;PR
7701;4115804;MEDIANEIRA;Medianeira;PR
7703;4115903;MIRADOR;Mirador;PR
7705;4116000;MIRASELVA;Miraselva;PR
7707;4116109;MOREIRA SALES;Moreira Sales;PR
7709;4116208;MORRETES;Morretes;PR
7711;4116307;Munhoz de Melo;Munhoz de Melo;PR
7713;4116406;NOSSA SENHORA DAS GRAÇAS;Nossa Senhora das Graças;PR
7715;4116505;NOVA ALIANÇA DO IVAÍ;Nova Aliança do Ivaí;PR
7717;4116604;NOVA AMÉRICA DA COLINA;Nova América da Colina;PR
7719;4116802;NOVA CANTU;Nova Cantu;PR
7721;4116901;NOVA ESPERANÇA;Nova Esperança;PR
7723;4117008;NOVA FÁTIMA;Nova Fátima;PR
7725;4117107;NOVA LONDRINA;Nova Londrina;PR
7727;4117305;ORTIGUEIRA;Ortigueira;PR
7729;4117404;OURIZONA;Ourizona;PR
7731;4117503;PAIÇANDU;Paiçandu;PR
7733;4117602;PALMAS;Palmas;PR
7735;4117701;PALMEIRA;Palmeira;PR
7737;4117800;PALMITAL;Palmital;PR
7739;4117909;PALOTINA;Palotina;PR
7741;4118006;PARAÍSO DO NORTE;Paraíso do Norte;PR
7743;4118105;PARANACITY;Paranacity;PR
7745;4118204;PARANAGUÁ;Paranaguá;PR
7747;4118303;PARANAPOEMA;Paranapoema;PR
7749;4118402;PARANAVAÍ;Paranavaí;PR
7751;4118501;PATO BRANCO;Pato Branco;PR
7753;4118600;PAULA FREITAS;Paula Freitas;PR
7755;4118709;PAULO FRONTIN;Paulo Frontin;PR
7757;4118808;PEABIRU;Peabiru;PR
7759;4119004;PÉROLA D'OESTE;Pérola d'Oeste;PR
7761;4119103;PIÊN;Piên;PR
7763;4119202;PINHALÃO;Pinhalão;PR
7765;4119301;PINHÃO;Pinhão;PR
7767;4119400;PIRAÍ DO SUL;Piraí do Sul;PR
7769;4119509;PIRAQUARA;Piraquara;PR
7771;4119608;PITANGA;Pitanga;PR
7773;4119707;PLANALTINA DO PARANÁ;Planaltina do Paraná;PR
7775;4119806;PLANALTO;Planalto;PR
7777;4119905;PONTA GROSSA;Ponta Grossa;PR
7779;4120002;PORECATU;Porecatu;PR
7781;4120101;PORTO AMAZONAS;Porto Amazonas;PR
7783;4120200;PORTO RICO;Porto Rico;PR
7785;4120309;PORTO VITÓRIA;Porto Vitória;PR
7787;4120408;PRESIDENTE CASTELO BRANCO;Presidente Castelo Branco;PR
7789;4120507;PRIMEIRO DE MAIO;Primeiro de Maio;PR
7791;4120606;PRUDENTÓPOLIS;Prudentópolis;PR
7793;4120705;QUATIGUÁ;Quatiguá;PR
7795;4120804;QUATRO BARRAS;Quatro Barras;PR
7797;4121000;QUERÊNCIA DO NORTE;Querência do Norte;PR
7799;4121109;QUINTA DO SOL;Quinta do Sol;PR
7801;4121208;QUITANDINHA;Quitandinha;PR
7803;4121307;RANCHO ALEGRE;Rancho Alegre;PR
7805;4121406;REALEZA;Realeza;PR
7807;4121505;REBOUÇAS;Rebouças;PR
7809;4121604;RENASCENÇA;Renascença;PR
7811;4121703;RESERVA;Reserva;PR
7813;4121802;RIBEIRÃO CLARO;Ribeirão Claro;PR
7815;4121901;RIBEIRÃO DO PINHAL;Ribeirão do Pinhal;PR
7817;4122008;RIO AZUL;Rio Azul;PR
7819;4122107;RIO BOM;Rio Bom;PR
7821;4122206;RIO BRANCO DO SUL;Rio Branco do Sul;PR
7823;4122305;RIO NEGRO;Rio Negro;PR
7825;4122404;ROLÂNDIA;Rolândia;PR
7827;4122503;RONCADOR;Roncador;PR
7829;4122602;RONDON;Rondon;PR
7831;4122701;SABÁUDIA;Sabáudia;PR
7833;4122800;SALGADO FILHO;Salgado Filho;PR
7835;4122909;SALTO DO ITARARÉ;Salto do Itararé;PR
7837;4123006;SALTO DO LONTRA;Salto do Lontra;PR
7839;4123105;SANTA AMÉLIA;Santa Amélia;PR
7841;4123204;SANTA CECÍLIA DO PAVÃO;Santa Cecília do Pavão;PR
7843;4123303;SANTA CRUZ DE MONTE CASTELO;Santa Cruz de Monte Castelo;PR
7845;4123402;SANTA FÉ;Santa Fé;PR
7847;4123600;SANTA INÊS;Santa Inês;PR
7849;4123709;SANTA ISABEL DO IVAÍ;Santa Isabel do Ivaí;PR
7851;4123808;SANTA IZABEL DO OESTE;Santa Izabel do Oeste;PR
7853;4123907;SANTA MARIANA;Santa Mariana;PR
7855;4124004;SANTANA DO ITARARÉ;Santana do Itararé;PR
7857;4124400;SANTO ANTÔNIO DO SUDOESTE;Santo Antônio do Sudoeste;PR
7859;4124103;SANTO ANTÔNIO DA PLATINA;Santo Antônio da Platina;PR
7861;4124202;SANTO ANTÔNIO DO CAIUÁ;Santo Antônio do Caiuá;PR
7863;4124301;SANTO ANTÔNIO DO PARAÍSO;Santo Antônio do Paraíso;PR
7865;4124509;SANTO INÁCIO;Santo Inácio;PR
7867;4124608;SÃO CARLOS DO IVAÍ;São Carlos do Ivaí;PR
7869;4124707;SÃO JERÔNIMO DA SERRA;São Jerônimo da Serra;PR
7871;4124806;SÃO JOÃO;São João;PR
7873;4124905;SÃO JOÃO DO CAIUÁ;São João do Caiuá;PR
7875;4125001;SÃO JOÃO DO IVAÍ;São João do Ivaí;PR
7877;4125100;SÃO JOÃO DO TRIUNFO;São João do Triunfo;PR
7879;4125308;SÃO JORGE DO IVAÍ;São Jorge do Ivaí;PR
7881;4125209;SÃO JORGE D'OESTE;São Jorge d'Oeste;PR
7883;4125407;SÃO JOSÉ DA BOA VISTA;São José da Boa Vista;PR
7885;4125506;SÃO JOSÉ DOS PINHAIS;São José dos Pinhais;PR
7887;4125605;SÃO MATEUS DO SUL;São Mateus do Sul;PR
7889;4125704;SÃO MIGUEL DO IGUAÇU;São Miguel do Iguaçu;PR
7891;4125803;SÃO PEDRO DO IVAÍ;São Pedro do Ivaí;PR
7893;4125902;SÃO PEDRO DO PARANÁ;São Pedro do Paraná;PR
7895;4126009;SÃO SEBASTIÃO DA AMOREIRA;São Sebastião da Amoreira;PR
7897;4126108;SÃO TOMÉ;São Tomé;PR
7899;4126207;SAPOPEMA;Sapopema;PR
7901;4126306;SENGÉS;Sengés;PR
7903;4126405;SERTANEJA;Sertaneja;PR
7905;4126504;SERTANÓPOLIS;Sertanópolis;PR
7907;4126603;SIQUEIRA CAMPOS;Siqueira Campos;PR
7909;4126702;TAMBOARA;Tamboara;PR
7911;4126801;TAPEJARA;Tapejara;PR
7913;4127007;TEIXEIRA SOARES;Teixeira Soares;PR
7915;4127106;TELÊMACO BORBA;Telêmaco Borba;PR
7917;4127205;TERRA BOA;Terra Boa;PR
7919;4127304;TERRA RICA;Terra Rica;PR
7921;4127403;TERRA ROXA;Terra Roxa;PR
7923;4127502;TIBAGI;Tibagi;PR
7925;4127601;TIJUCAS DO SUL;Tijucas do Sul;PR
7927;4127700;TOLEDO;Toledo;PR
7929;4127809;TOMAZINA;Tomazina;PR
7931;4127908;TUNEIRAS DO OESTE;Tuneiras do Oeste;PR
7933;4128005;UBIRATÃ;Ubiratã;PR
7935;4128104;UMUARAMA;Umuarama;PR
7937;4128203;UNIÃO DA VITÓRIA;União da Vitória;PR
7939;4128302;UNIFLOR;Uniflor;PR
7941;4128401;URAÍ;Uraí;PR
7943;4128500;WENCESLAU BRAZ;Wenceslau Braz;PR
7945;4128609;VERÊ;Verê;PR
7947;4128708;VITORINO;Vitorino;PR
7949;4128807;XAMBRÊ;Xambrê;PR
7951;4100509;ALTÔNIA;Altônia;PR
7953;4102000;ASSIS CHATEAUBRIAND;Assis Chateaubriand;PR
7955;4120903;QUEDAS DO IGUAÇU;Quedas do Iguaçu;PR
7957;4105300;CÉU AZUL;Céu Azul;PR
7959;4108700;GRANDES RIOS;Grandes Rios;PR
7961;4110409;INDIANÓPOLIS;Indianópolis;PR
7963;4115705;MATINHOS;Matinhos;PR
7965;4116703;NOVA AURORA;Nova Aurora;PR
7967;4117206;NOVA OLÍMPIA;Nova Olímpia;PR
7969;4118907;PÉROLA;Pérola;PR
7971;4123501;SANTA HELENA;Santa Helena;PR
7973;4126900;TAPIRA;Tapira;PR
7975;4115002;MARILENA;Marilena;PR
7977;4108320;FRANCISCO ALVES;Francisco Alves;PR
7979;4117222;NOVA SANTA ROSA;Nova Santa Rosa;PR
7981;4103057;BOA VISTA DA APARECIDA;Boa Vista da Aparecida;PR
7983;4103354;BRAGANEY;Braganey;PR
7985;4103453;CAFELÂNDIA;Cafelândia;PR
7987;4127858;TRÊS BARRAS DO PARANÁ;Três Barras do Paraná;PR
7989;4128559;VERA CRUZ DO OESTE;Vera Cruz do Oeste;PR
7991;4120358;PRANCHITA;Pranchita;PR
7993;4127957;TUPÃSSI;Tupãssi;PR
7995;4117255;NOVA PRATA DO IGUAÇU;Nova Prata do Iguaçu;PR
7997;4112751;JESUÍTAS;Jesuítas;PR
7999;4125357;SÃO JORGE DO PATROCÍNIO;São Jorge do Patrocínio;PR
8001;4200101;ABELARDO LUZ;Abelardo Luz;SC
8003;4200200;AGROLÂNDIA;Agrolândia;SC
8005;4200309;AGRONÔMICA;Agronômica;SC
8007;4200408;ÁGUA DOCE;Água Doce;SC
8009;4200507;ÁGUAS DE CHAPECÓ;Águas de Chapecó;SC
8011;4200606;ÁGUAS MORNAS;Águas Mornas;SC
8013;4200705;ALFREDO WAGNER;Alfredo Wagner;SC
8015;4200804;ANCHIETA;Anchieta;SC
8017;4200903;ANGELINA;Angelina;SC
8019;4201000;ANITA GARIBALDI;Anita Garibaldi;SC
8021;4201109;ANITÁPOLIS;Anitápolis;SC
8023;4201208;ANTÔNIO CARLOS;Antônio Carlos;SC
8025;4201307;ARAQUARI;Araquari;SC
8027;4201406;ARARANGUÁ;Araranguá;SC
8029;4201505;ARMAZÉM;Armazém;SC
8031;4201604;ARROIO TRINTA;Arroio Trinta;SC
8033;4201703;ASCURRA;Ascurra;SC
8035;4201802;ATALANTA;Atalanta;SC
8037;4201901;AURORA;Aurora;SC
8039;4202008;BALNEÁRIO CAMBORIÚ;Balneário Camboriú;SC
8041;4202107;BARRA VELHA;Barra Velha;SC
8043;4202206;BENEDITO NOVO;Benedito Novo;SC
8045;4202305;BIGUAÇU;Biguaçu;SC
8047;4202404;BLUMENAU;Blumenau;SC
8049;4202602;BOM RETIRO;Bom Retiro;SC
8051;4202701;BOTUVERÁ;Botuverá;SC
8053;4202800;BRAÇO DO NORTE;Braço do Norte;SC
8055;4202909;BRUSQUE;Brusque;SC
8057;4203006;CAÇADOR;Caçador;SC
8059;4203105;CAIBI;Caibi;SC
8061;4203204;CAMBORIÚ;Camboriú;SC
8063;4203303;CAMPO ALEGRE;Campo Alegre;SC
8065;4203402;CAMPO BELO DO SUL;Campo Belo do Sul;SC
8067;4203501;CAMPO ERÊ;Campo Erê;SC
8069;4203600;CAMPOS NOVOS;Campos Novos;SC
8071;4203709;CANELINHA;Canelinha;SC
8073;4203808;CANOINHAS;Canoinhas;SC
8075;4203907;CAPINZAL;Capinzal;SC
8077;4204004;CATANDUVAS;Catanduvas;SC
8079;4204103;CAXAMBU DO SUL;Caxambu do Sul;SC
8081;4204202;CHAPECÓ;Chapecó;SC
8083;4204301;CONCÓRDIA;Concórdia;SC
8085;4204400;CORONEL FREITAS;Coronel Freitas;SC
8087;4204509;CORUPÁ;Corupá;SC
8089;4204608;CRICIÚMA;Criciúma;SC
8091;4204707;CUNHA PORÃ;Cunha Porã;SC
8093;4204806;CURITIBANOS;Curitibanos;SC
8095;4204905;DESCANSO;Descanso;SC
8097;4205001;DIONÍSIO CERQUEIRA;Dionísio Cerqueira;SC
8099;4205100;DONA EMMA;Dona Emma;SC
8101;4205209;ERVAL VELHO;Erval Velho;SC
8103;4205308;FAXINAL DOS GUEDES;Faxinal dos Guedes;SC
8105;4205407;FLORIANÓPOLIS;Florianópolis;SC
8107;4205506;FRAIBURGO;Fraiburgo;SC
8109;4205605;GALVÃO;Galvão;SC
8111;4206009;GOVERNADOR CELSO RAMOS;Governador Celso Ramos;SC
8113;4205704;GAROPABA;Garopaba;SC
8115;4205803;GARUVA;Garuva;SC
8117;4205902;GASPAR;Gaspar;SC
8119;4206108;GRÃO PARÁ;Grão-Pará;SC
8121;4206207;GRAVATAL;Gravatal;SC
8123;4206306;GUABIRUBA;Guabiruba;SC
8125;4206405;GUARACIABA;Guaraciaba;SC
8127;4206504;GUARAMIRIM;Guaramirim;SC
8129;4206603;GUARUJÁ DO SUL;Guarujá do Sul;SC
8131;4206702;HERVAL D'OESTE;Herval d'Oeste;SC
8133;4206801;IBICARÉ;Ibicaré;SC
8135;4206900;IBIRAMA;Ibirama;SC
8137;4207007;IÇARA;Içara;SC
8139;4207106;ILHOTA;Ilhota;SC
8141;4207205;IMARUÍ;Imaruí;SC
8143;4207304;IMBITUBA;Imbituba;SC
8145;4207403;IMBUIA;Imbuia;SC
8147;4207502;INDAIAL;Indaial;SC
8149;4207601;IPIRA;Ipira;SC
8151;4207700;IPUMIRIM;Ipumirim;SC
8153;4207809;IRANI;Irani;SC
8155;4207908;IRINEÓPOLIS;Irineópolis;SC
8157;4208005;ITÁ;Itá;SC
8159;4208104;ITAIÓPOLIS;Itaiópolis;SC
8161;4208203;ITAJAÍ;Itajaí;SC
8163;4208302;ITAPEMA;Itapema;SC
8165;4208401;ITAPIRANGA;Itapiranga;SC
8167;4208500;ITUPORANGA;Ituporanga;SC
8169;4208609;JABORÁ;Jaborá;SC
8171;4208708;JACINTO MACHADO;Jacinto Machado;SC
8173;4208807;JAGUARUNA;Jaguaruna;SC
8175;4208906;JARAGUÁ DO SUL;Jaraguá do Sul;SC
8177;4209003;JOAÇABA;Joaçaba;SC
8179;4209102;JOINVILLE;Joinville;SC
8181;4209201;LACERDÓPOLIS;Lacerdópolis;SC
8183;4209300;LAGES;Lages;SC
8185;4209409;LAGUNA;Laguna;SC
8187;4209508;LAURENTINO;Laurentino;SC
8189;4209607;LAURO MULLER;Lauro Müller;SC
8191;4209706;LEBON RÉGIS;Lebon Régis;SC
8193;4209805;LEOBERTO LEAL;Leoberto Leal;SC
8195;4209904;LONTRAS;Lontras;SC
8197;4210001;LUIZ ALVES;Luiz Alves;SC
8199;4210100;MAFRA;Mafra;SC
8201;4210209;MAJOR GERCINO;Major Gercino;SC
8203;4210308;MAJOR VIEIRA;Major Vieira;SC
8205;4210506;MARAVILHA;Maravilha;SC
8207;4210605;MASSARANDUBA;Massaranduba;SC
8209;4210704;MATOS COSTA;Matos Costa;SC
8211;4210803;MELEIRO;Meleiro;SC
8213;4210902;MODELO;Modelo;SC
8215;4211009;MONDAÍ;Mondaí;SC
8217;4211108;MONTE CASTELO;Monte Castelo;SC
8219;4211207;MORRO DA FUMAÇA;Morro da Fumaça;SC
8221;4211306;NAVEGANTES;Navegantes;SC
8223;4211405;NOVA ERECHIM;Nova Erechim;SC
8225;4211504;NOVA TRENTO;Nova Trento;SC
8227;4211603;NOVA VENEZA;Nova Veneza;SC
8229;4211702;ORLEANS;Orleans;SC
8231;4211801;OURO;Ouro;SC
